sample_id,n_patches,997.71nm,1003.27nm,1008.83nm,1014.39nm,1019.95nm,1025.51nm,1031.07nm,1036.63nm,1042.19nm,1047.75nm,1053.31nm,1058.87nm,1064.43nm,1069.99nm,1075.55nm,1081.11nm,1086.67nm,1092.23nm,1097.79nm,1103.35nm,1108.91nm,1114.47nm,1120.03nm,1125.59nm,1131.15nm,1136.71nm,1142.27nm,1147.83nm,1153.39nm,1158.95nm,1164.51nm,1170.07nm,1175.63nm,1181.19nm,1186.75nm,1192.31nm,1197.87nm,1203.43nm,1208.99nm,1214.55nm,1220.11nm,1225.67nm,1231.23nm,1236.79nm,1242.35nm,1247.91nm,1253.47nm,1259.03nm,1264.59nm,1270.15nm,1275.71nm,1281.27nm,1286.83nm,1292.39nm,1297.95nm,1303.51nm,1309.07nm,1314.63nm,1320.19nm,1325.75nm,1331.31nm,1336.87nm,1342.43nm,1347.99nm,1353.55nm,1359.11nm,1364.67nm,1370.23nm,1375.80nm,1381.36nm,1386.92nm,1392.48nm,1398.04nm,1403.60nm,1409.16nm,1414.72nm,1420.28nm,1425.84nm,1431.40nm,1436.96nm,1442.52nm,1448.08nm,1453.64nm,1459.20nm,1464.76nm,1470.32nm,1475.88nm,1481.44nm,1487.00nm,1492.56nm,1498.12nm,1503.68nm,1509.24nm,1514.80nm,1520.36nm,1525.92nm,1531.48nm,1537.04nm,1542.60nm,1548.16nm,1553.72nm,1559.28nm,1564.84nm,1570.40nm,1575.96nm,1581.52nm,1587.08nm,1592.64nm,1598.20nm,1603.76nm,1609.32nm,1614.88nm,1620.44nm,1626.00nm,1631.56nm,1637.12nm,1642.68nm,1648.24nm,1653.80nm,1659.36nm,1664.92nm,1670.48nm,1676.04nm,1681.60nm,1687.16nm,1692.72nm,1698.28nm,1703.84nm,1709.40nm,1714.96nm,1720.52nm,1726.08nm,1731.64nm,1737.20nm,1742.76nm,1748.32nm,1753.88nm,1759.44nm,1765.00nm,1770.56nm,1776.12nm,1781.68nm,1787.24nm,1792.80nm,1798.36nm,1803.92nm,1809.48nm,1815.04nm,1820.60nm,1826.16nm,1831.72nm,1837.28nm,1842.84nm,1848.40nm,1853.96nm,1859.52nm,1865.08nm,1870.64nm,1876.20nm,1881.76nm,1887.32nm,1892.88nm,1898.44nm,1904.00nm,1909.56nm,1915.12nm,1920.68nm,1926.24nm,1931.80nm,1937.36nm,1942.92nm,1948.48nm,1954.04nm,1959.60nm,1965.16nm,1970.72nm,1976.28nm,1981.84nm,1987.40nm,1992.96nm,1998.52nm,2004.08nm,2009.64nm,2015.20nm,2020.76nm,2026.32nm,2031.88nm,2037.44nm,2043.00nm,2048.56nm,2054.12nm,2059.68nm,2065.24nm,2070.80nm,2076.36nm,2081.92nm,2087.48nm,2093.04nm,2098.60nm,2104.16nm,2109.72nm,2115.28nm,2120.84nm,2126.40nm,2131.97nm,2137.53nm,2143.09nm,2148.65nm,2154.21nm,2159.77nm,2165.33nm,2170.89nm,2176.45nm,2182.01nm,2187.57nm,2193.13nm,2198.69nm,2204.25nm,2209.81nm,2215.37nm,2220.93nm,2226.49nm,2232.05nm,2237.61nm,2243.17nm,2248.73nm,2254.29nm,2259.85nm,2265.41nm,2270.97nm,2276.53nm,2282.09nm,2287.65nm,2293.21nm,2298.77nm,2304.33nm,2309.89nm,2315.45nm,2321.01nm,2326.57nm,2332.13nm,2337.69nm,2343.25nm,2348.81nm,2354.37nm,2359.93nm,2365.49nm,2371.05nm,2376.61nm,2382.17nm,2387.73nm,2393.29nm,2398.85nm,2404.41nm,2409.97nm,2415.53nm,2421.09nm,2426.65nm,2432.21nm,2437.77nm,2443.33nm,2448.89nm,2454.45nm,2460.01nm,2465.57nm,2471.13nm,2476.69nm,2482.25nm,2487.81nm,2493.37nm,2498.93nm,2504.49nm,Protein content,Moisture content,Water uptaking capacity,Water binding capacity,Oil binding capacity,Protein solubility,Peak viscosity (RVA)
1,62,0.9350059,0.93526506,0.93455637,0.93503934,0.93510276,0.93524265,0.93650377,0.93909854,0.93970597,0.94144964,0.94263023,0.94455194,0.9460621,0.94724846,0.94917595,0.95052785,0.9517125,0.95279676,0.95392025,0.95450544,0.955091,0.9550519,0.9547993,0.9534167,0.9505452,0.9445831,0.9368607,0.92781234,0.9191413,0.9096208,0.8999605,0.8909699,0.8832776,0.875353,0.8681084,0.862478,0.8597244,0.8593837,0.8607892,0.8639058,0.86835873,0.8740895,0.8791688,0.88341665,0.8870569,0.890874,0.8925978,0.8941504,0.89492023,0.89529914,0.8961288,0.89718014,0.89888,0.9005595,0.90182036,0.90237653,0.90252674,0.90146637,0.89959335,0.8960409,0.8914986,0.8852219,0.87824106,0.8691782,0.8606118,0.85053253,0.8423978,0.8357724,0.8295175,0.82209885,0.8136145,0.8016479,0.7865101,0.7666647,0.7438489,0.7183652,0.6951252,0.67240965,0.65408975,0.6392703,0.6304636,0.6245465,0.62205946,0.6199249,0.61915994,0.61910236,0.6207111,0.6225387,0.6255013,0.6276598,0.63109523,0.6344613,0.6373343,0.64180595,0.6447377,0.6475973,0.6509098,0.65335995,0.65574527,0.6576476,0.6609224,0.6621289,0.663638,0.6650183,0.6676261,0.66938156,0.6733051,0.67786306,0.68305343,0.68828356,0.6935696,0.69788146,0.703051,0.7066715,0.7098826,0.712985,0.71699506,0.7202514,0.72198516,0.72267187,0.7205392,0.7171799,0.71272135,0.70653737,0.69649017,0.68548197,0.6763426,0.669575,0.6674747,0.66465545,0.6616501,0.65803397,0.6542311,0.650624,0.6482589,0.6463238,0.64562374,0.64584994,0.64689434,0.6476557,0.64823383,0.64858955,0.65045935,0.6526023,0.6551727,0.65780973,0.66013134,0.6617116,0.66391945,0.6660347,0.6686733,0.6709844,0.67461216,0.6780969,0.67982686,0.67989683,0.6781774,0.6709243,0.6616949,0.64836144,0.6291175,0.59929484,0.5649198,0.5251837,0.49165562,0.4635246,0.4434409,0.4283704,0.42042515,0.41814065,0.42060018,0.42613554,0.43277052,0.44089174,0.4480315,0.45497888,0.4618942,0.46923944,0.47645855,0.48413736,0.49121898,0.49634552,0.49954236,0.5001892,0.49827915,0.49329627,0.48628253,0.47590494,0.46503457,0.45348078,0.44372582,0.43543124,0.43043664,0.4272229,0.4246781,0.42234343,0.42065194,0.41905814,0.417332,0.4164781,0.41651458,0.41753852,0.41963255,0.42169166,0.42444924,0.42603296,0.4281615,0.42907384,0.4298191,0.43069017,0.43046612,0.430679,0.43156096,0.43399802,0.43641353,0.43893638,0.44175395,0.4458438,0.44854516,0.45122325,0.45429677,0.45698878,0.45876965,0.45684174,0.4526873,0.4442511,0.43377236,0.42046967,0.4075911,0.3941597,0.38397327,0.37364954,0.370153,0.36818725,0.36953825,0.36869687,0.3664952,0.3651157,0.3652103,0.36635813,0.36826295,0.37049267,0.37205297,0.37335962,0.37556115,0.3785854,0.38106126,0.38261196,0.3856466,0.3871168,0.38878387,0.3890376,0.38792473,0.38451248,0.38013548,0.37329292,0.36682248,0.35928142,0.35236707,0.3435774,0.33479518,0.32538164,0.31690043,0.30855554,0.30390155,0.29738265,0.29179257,0.28703594,0.28501698,0.28338355,0.28337172,0.28346553,25.09375,7.475138753186009,83.91057353204025,96.31331847374733,75.3369609958,14.986986178423978,216.5
2,58,0.9385745,0.9380708,0.93793064,0.9382656,0.93836606,0.9390326,0.94044304,0.9424677,0.94364715,0.9453173,0.9466979,0.94819313,0.94953823,0.951151,0.9526454,0.9545331,0.955739,0.9567198,0.957637,0.958269,0.9587889,0.9588317,0.95864165,0.95772254,0.9548705,0.9492597,0.941373,0.9324485,0.9234451,0.91358745,0.90425026,0.8953874,0.88724685,0.87925553,0.87246287,0.8667196,0.8638721,0.86319005,0.8646878,0.86742556,0.8718463,0.87754714,0.88262886,0.8877913,0.89144266,0.89451677,0.89646083,0.89823496,0.8989783,0.9001249,0.90034986,0.9017226,0.90328705,0.9051318,0.90677685,0.9073135,0.9073854,0.9057843,0.9037482,0.9004563,0.89605266,0.88973296,0.8827758,0.8746344,0.8657399,0.85560405,0.84762096,0.84021324,0.83464414,0.82726884,0.8191546,0.8068334,0.79166245,0.77175164,0.7499031,0.7247178,0.7012595,0.6783327,0.6608418,0.64646053,0.6381935,0.6323273,0.6295837,0.6271781,0.6271694,0.6269314,0.6278865,0.629889,0.633175,0.63540745,0.6387186,0.6422799,0.64523935,0.6491138,0.6529472,0.6553811,0.65797794,0.66006505,0.66316533,0.6650425,0.66724664,0.66838956,0.67036957,0.67182434,0.6730463,0.67652833,0.6791457,0.683021,0.6888324,0.69366306,0.6986474,0.70384586,0.7086365,0.71235204,0.7156583,0.718898,0.72263676,0.72559386,0.72785145,0.7289026,0.7268355,0.72340715,0.7193612,0.71148753,0.70270455,0.6910833,0.68174994,0.6750022,0.67234766,0.6694679,0.6670035,0.6638564,0.66066706,0.65730214,0.6545162,0.65243924,0.6511441,0.6515991,0.6523503,0.652435,0.65309715,0.6534498,0.6546442,0.6570484,0.6601681,0.6620873,0.6652738,0.6671801,0.6691664,0.670782,0.673324,0.6765958,0.67988914,0.68297756,0.6852771,0.68516695,0.6828188,0.6764399,0.6662721,0.654427,0.6346808,0.6047376,0.57175726,0.53320396,0.49952003,0.4717602,0.45154524,0.436783,0.42861575,0.42614904,0.42855048,0.43423676,0.44168484,0.4492072,0.45674306,0.46343738,0.47064644,0.47780263,0.48590642,0.4934116,0.5002526,0.50490785,0.5083103,0.50847054,0.50697225,0.501835,0.49483132,0.48543257,0.47469148,0.4638205,0.45403334,0.4459129,0.44092208,0.43734568,0.4346086,0.43222517,0.43021187,0.42863303,0.42706642,0.42643908,0.4268744,0.42747003,0.42993194,0.43183792,0.43442667,0.43644688,0.4378398,0.4391076,0.44064927,0.44113448,0.44174895,0.44164157,0.44316828,0.44555083,0.447425,0.44998288,0.45324627,0.455963,0.45945907,0.46203977,0.46528876,0.46751675,0.46884096,0.4675132,0.46301273,0.45467395,0.44376075,0.43070167,0.4178241,0.40465716,0.39407092,0.38402578,0.38087648,0.37947163,0.3803573,0.3787225,0.37646198,0.37432355,0.37528038,0.37645954,0.37844,0.38077545,0.38205695,0.38361523,0.38586378,0.38885486,0.39131,0.39234817,0.39576924,0.39688104,0.3983227,0.39780924,0.39680886,0.39352417,0.38863733,0.3817441,0.37507752,0.36804444,0.36062127,0.35194468,0.34368843,0.33357656,0.32576936,0.3170872,0.312495,0.3053351,0.29947057,0.2959334,0.29345083,0.29165688,0.2919277,0.29133928,23.3125,7.085156901381636,92.1344870518542,96.44808743169398,84.08871745419479,18.218003949021718,334.5
3,58,0.9293486,0.9293339,0.9286416,0.92880404,0.9294171,0.9294157,0.93014705,0.93281263,0.9334166,0.9351393,0.9369792,0.9385104,0.9399502,0.9416376,0.94322866,0.94534785,0.9461911,0.9476166,0.9483416,0.9494139,0.94987166,0.95002836,0.9499699,0.9487984,0.94551957,0.9399527,0.9320667,0.922678,0.9134146,0.9032259,0.89348257,0.88457334,0.8757136,0.8674283,0.8604388,0.85427624,0.8516506,0.8503957,0.8519099,0.8553103,0.8602602,0.8655902,0.87124676,0.87621236,0.8800287,0.8831399,0.88505614,0.88659084,0.887553,0.88825154,0.88917947,0.89025676,0.89212424,0.89367026,0.8949965,0.89606786,0.89628065,0.895458,0.8929711,0.8894714,0.88520557,0.8783885,0.87060195,0.8621731,0.85281014,0.8429405,0.83415616,0.8260704,0.82043016,0.81320333,0.8051506,0.7928527,0.77814317,0.75816554,0.7357924,0.7108654,0.686097,0.66253734,0.64432037,0.62932587,0.6201807,0.6138325,0.6111991,0.60860074,0.60825753,0.60734296,0.6087671,0.6107297,0.6126604,0.61525035,0.6189016,0.62252086,0.6269314,0.63018435,0.6333878,0.6351874,0.637815,0.6405353,0.64317673,0.64565563,0.64716923,0.6485763,0.6506921,0.6522024,0.65391135,0.65639436,0.6594465,0.66410255,0.66960824,0.6745196,0.6796216,0.6845998,0.6898887,0.69365025,0.6975173,0.70077384,0.70443004,0.7075188,0.70989347,0.71049315,0.7086116,0.7060673,0.70046353,0.693622,0.6848014,0.6729764,0.66406095,0.6575959,0.65474045,0.6518533,0.6496061,0.6458949,0.64243203,0.63970065,0.6360533,0.6336037,0.633546,0.6344077,0.6340314,0.63457036,0.6351195,0.6351742,0.6368158,0.6393098,0.6426468,0.6448137,0.64762175,0.649778,0.6511601,0.65359557,0.6559011,0.6590929,0.6620827,0.66608316,0.6680919,0.6671257,0.6651144,0.6584324,0.64881825,0.63617873,0.61579293,0.5862253,0.5525681,0.51331025,0.48080978,0.45328367,0.4333911,0.41856635,0.4100561,0.40743965,0.40923154,0.41503412,0.42173815,0.42903614,0.43658876,0.4437188,0.4507603,0.4580335,0.46533978,0.4728226,0.47941852,0.48480505,0.48793805,0.4885487,0.48729816,0.48229027,0.47503865,0.4658118,0.45508885,0.44368273,0.43470532,0.42611384,0.4210439,0.41705588,0.41438565,0.41221946,0.40969506,0.4083472,0.40733963,0.40686485,0.40652835,0.4071227,0.40927923,0.41145542,0.41385865,0.41600043,0.4169808,0.41874686,0.42041546,0.4210992,0.42168808,0.42188847,0.423155,0.42548686,0.42849773,0.43043637,0.4340124,0.43700546,0.43978882,0.44223863,0.44586945,0.4478408,0.44902965,0.44688267,0.44282967,0.4350013,0.42433983,0.4106503,0.3979566,0.38582376,0.3752969,0.36516362,0.36167812,0.36033654,0.36133456,0.35991845,0.35745233,0.35600275,0.35661197,0.35763824,0.35948613,0.36151516,0.36351413,0.36430222,0.3669754,0.3693882,0.3715758,0.37303922,0.3757102,0.3772292,0.37869954,0.37804586,0.3771032,0.37334442,0.36893645,0.36266997,0.35602325,0.34827897,0.34130067,0.33316594,0.32425252,0.31533235,0.3062728,0.29905456,0.29361013,0.28687707,0.28151864,0.27743587,0.27485088,0.2727558,0.27284098,0.2724818,23.34375,5.797493447572615,88.16249188724717,90.19728833558617,73.1560200897433,15.87102854065697,363.0
4,58,0.9329314,0.93274665,0.93216956,0.93243814,0.93309313,0.93288386,0.9339497,0.93676883,0.9369421,0.9389785,0.94029915,0.94187164,0.9434138,0.9452533,0.94658065,0.94811904,0.94911134,0.95047456,0.9510523,0.9519782,0.95223236,0.9525945,0.95218396,0.951044,0.9482612,0.9427796,0.93497634,0.9256057,0.9162673,0.90633124,0.8970958,0.887616,0.87978977,0.8715729,0.8646304,0.858651,0.85616195,0.8550606,0.85623837,0.85951763,0.86436427,0.86983395,0.87493527,0.8796625,0.88328403,0.88593906,0.88831687,0.88985825,0.8908379,0.8916075,0.8923961,0.8938074,0.89559215,0.89736825,0.8985661,0.8994309,0.8993757,0.8979703,0.89608777,0.8923541,0.88824356,0.8816792,0.8749052,0.8658536,0.85732645,0.847525,0.8391104,0.8319577,0.8263605,0.81871045,0.8103567,0.79840976,0.7828425,0.76320344,0.7410952,0.7153232,0.6912143,0.6667217,0.6481512,0.63278234,0.6239782,0.6170535,0.6146234,0.61233926,0.6120366,0.6112567,0.6116559,0.6144254,0.61683404,0.6197128,0.6227499,0.6267748,0.63021135,0.6335995,0.6374666,0.6387625,0.6428674,0.64468634,0.6476596,0.6498927,0.65117645,0.6531273,0.6543374,0.65528274,0.6576038,0.6605116,0.6638481,0.6680181,0.6727259,0.6781708,0.68358374,0.68837786,0.6939423,0.6976063,0.70131135,0.7050983,0.7085111,0.7116119,0.71342635,0.7146547,0.71279454,0.7101403,0.70538414,0.6984346,0.68932486,0.67759633,0.6675526,0.6616306,0.65939474,0.6559338,0.6534966,0.65063095,0.6467925,0.6440455,0.6404122,0.6384806,0.63763607,0.6383029,0.63838357,0.63882303,0.6394797,0.6397174,0.641252,0.6428549,0.6463878,0.6489469,0.65152246,0.653979,0.6556321,0.65747696,0.66030097,0.6634207,0.66689837,0.6705014,0.6718949,0.67206454,0.6704033,0.6631979,0.6534915,0.6400123,0.62002677,0.5903848,0.5553212,0.51568,0.48208013,0.45451227,0.4335974,0.41806546,0.4100505,0.4065376,0.40845382,0.41440505,0.42174232,0.4292612,0.4369989,0.44461864,0.45138842,0.45868447,0.46734926,0.4751047,0.4819259,0.48677135,0.49009168,0.4912948,0.4898525,0.48462087,0.47761798,0.46830615,0.45791182,0.44689846,0.43725842,0.42924562,0.4237892,0.4197512,0.41721648,0.41435194,0.4121256,0.4102281,0.40872872,0.4084818,0.40859234,0.4097858,0.41132584,0.41389072,0.41615933,0.41861248,0.41990563,0.42165646,0.42344183,0.42462113,0.42505258,0.42526618,0.42760432,0.4297138,0.43214858,0.4346494,0.4387101,0.44084468,0.44459105,0.44767964,0.45039552,0.45306557,0.45403755,0.4523576,0.44800636,0.4395178,0.42927536,0.41600236,0.40312842,0.39032823,0.37951943,0.36910477,0.3649898,0.36377186,0.36475584,0.36327958,0.36100072,0.35956073,0.3594886,0.36125255,0.36307973,0.36526328,0.36707675,0.3677436,0.36995783,0.37226242,0.37416032,0.3759752,0.37948906,0.3804555,0.38217923,0.38119552,0.37945074,0.37573332,0.37120295,0.3644358,0.3573444,0.3492915,0.34251004,0.33369854,0.32497025,0.31582814,0.30744293,0.29934475,0.2948966,0.28797567,0.2824544,0.27861017,0.2760952,0.2740355,0.2740071,0.27420574,22.59375,7.231036467675311,95.47376330325626,92.2199677308952,64.18000944368129,26.492999461497043,342.0
5,57,0.9286337,0.92790544,0.9275744,0.9282144,0.9282391,0.92896014,0.9295129,0.9321376,0.93320537,0.93457985,0.936262,0.93777245,0.93914425,0.94063306,0.9426025,0.9441987,0.94552135,0.947073,0.94756377,0.94855875,0.9487678,0.94943166,0.9488979,0.94804716,0.94470423,0.9390496,0.93116516,0.92192066,0.913041,0.90306497,0.8936783,0.884205,0.87639385,0.8682315,0.86093783,0.8551731,0.8520212,0.8514809,0.85240376,0.85531163,0.8598918,0.8655362,0.8710238,0.8756484,0.8796572,0.8821875,0.8847837,0.8861065,0.8872689,0.88787204,0.8886346,0.89006126,0.89188015,0.8936342,0.89503044,0.8958211,0.8959608,0.89464355,0.89266866,0.88933605,0.8848407,0.87850296,0.87146926,0.8627882,0.85412776,0.84450686,0.83588696,0.8286507,0.82317954,0.81564486,0.80759335,0.7959515,0.7812395,0.76181734,0.73941857,0.7139123,0.6890218,0.66545737,0.64720625,0.63158894,0.6223314,0.61598426,0.6131613,0.6106661,0.6100265,0.60978526,0.6111742,0.61308193,0.6157934,0.61829495,0.6224177,0.62569624,0.629498,0.6329206,0.63647515,0.63863385,0.64114916,0.6438055,0.64667666,0.6487219,0.65031695,0.6525074,0.653141,0.654893,0.6568751,0.65956736,0.6630318,0.66708636,0.67228115,0.6776655,0.68321836,0.68843937,0.69381875,0.69816333,0.7015752,0.70511186,0.7085712,0.71276677,0.71394324,0.7153925,0.7138606,0.710854,0.70637465,0.70050865,0.6900823,0.6793685,0.66942596,0.6632075,0.66021514,0.65801877,0.6554644,0.6517051,0.6479995,0.64501935,0.64196265,0.63966274,0.63877964,0.63930756,0.6401696,0.64007056,0.64104664,0.64106023,0.6434412,0.6454577,0.6477256,0.65067273,0.6536679,0.6557864,0.6576516,0.6598858,0.6629344,0.665919,0.6694179,0.67305064,0.67517173,0.67496663,0.67293787,0.66613626,0.6565437,0.6435974,0.62372434,0.5938189,0.5597844,0.5207356,0.48707715,0.4584629,0.4377851,0.4222955,0.41395468,0.4104484,0.413265,0.4184674,0.42564365,0.4338799,0.44156462,0.44967234,0.4561954,0.46464533,0.4722678,0.4803501,0.48749775,0.49249166,0.49525905,0.49613643,0.49468094,0.48893845,0.48184872,0.47274715,0.4615757,0.45032817,0.44029742,0.43249178,0.4271204,0.42277876,0.4196575,0.41714948,0.4147895,0.41242963,0.4112542,0.41054064,0.41041514,0.41150004,0.413297,0.41616803,0.41904575,0.42129698,0.42356884,0.4251699,0.42665285,0.42775562,0.42869774,0.4293152,0.4312929,0.43393326,0.43620086,0.4391182,0.44261092,0.445749,0.44940287,0.45206556,0.45508,0.45752424,0.4589638,0.45700383,0.45265514,0.44359314,0.43378776,0.41975445,0.4060202,0.39296678,0.38209495,0.37188768,0.3688739,0.3667714,0.3683208,0.36651182,0.3644169,0.36195976,0.3626684,0.3642094,0.3659836,0.3682386,0.36986822,0.37071037,0.3737828,0.37622738,0.37861267,0.37991902,0.38310272,0.3844971,0.38571241,0.38459113,0.38366055,0.38014552,0.3750077,0.36890242,0.36181635,0.35442978,0.3473763,0.3389092,0.33020517,0.32072636,0.31231412,0.30370292,0.298953,0.29158926,0.286628,0.28230986,0.27917507,0.27734178,0.2771273,0.27702373,21.4375,6.903353057199217,82.79380928607087,95.61647204228534,80.63721306550505,17.41473703105367,319.0
6,57,0.93464303,0.93485343,0.9347412,0.935133,0.93569744,0.93595636,0.93698704,0.93947285,0.9405737,0.9420424,0.94368374,0.94523245,0.94653547,0.9480819,0.9494749,0.9513134,0.952428,0.9541153,0.95478016,0.95562553,0.95603114,0.955726,0.9557699,0.9548564,0.9520093,0.94678336,0.9391726,0.9303681,0.9209823,0.91145265,0.90255606,0.89354694,0.8860259,0.8783324,0.87084675,0.86531997,0.8624729,0.86140096,0.8623227,0.8652632,0.86987287,0.87515557,0.8806404,0.8851627,0.8892444,0.8920627,0.89426786,0.89590836,0.8967922,0.8975646,0.8985831,0.9001892,0.90155053,0.9032041,0.9049096,0.9053706,0.90549326,0.904348,0.90246964,0.8991152,0.89493966,0.8884908,0.88138175,0.87243205,0.863592,0.85384613,0.8455953,0.83877087,0.83339334,0.8259349,0.81785095,0.80616134,0.79122126,0.7712883,0.7484429,0.72365344,0.6996709,0.67672944,0.65913993,0.6447652,0.6367459,0.6304399,0.62929994,0.6265866,0.6269229,0.62663686,0.6281916,0.6314207,0.63494605,0.63662094,0.6407676,0.64466393,0.6481571,0.65182143,0.6559701,0.6580547,0.6608709,0.6625284,0.665442,0.66659987,0.66871345,0.6704248,0.67170537,0.6743375,0.6752351,0.67855144,0.68169576,0.6856755,0.69106656,0.69622415,0.7011808,0.7068151,0.710799,0.7154776,0.7179705,0.7214402,0.72527707,0.7282776,0.73066235,0.73042065,0.7289972,0.72542095,0.7209271,0.71439725,0.7050475,0.69336087,0.68471736,0.67826545,0.6753773,0.6722294,0.66945934,0.66647625,0.66323507,0.6596491,0.65631545,0.65421164,0.6532918,0.6533463,0.6538767,0.655036,0.65539396,0.65596145,0.6575221,0.65924865,0.6621902,0.66445696,0.6679374,0.66949123,0.67076623,0.6728082,0.6759014,0.6787722,0.6823451,0.68583274,0.6876475,0.68757546,0.6857533,0.6792097,0.66987944,0.6574033,0.63813317,0.60896003,0.574906,0.53663266,0.50353456,0.47616678,0.4572393,0.4442528,0.4368638,0.43503982,0.4379215,0.4437921,0.45127648,0.46007484,0.46742857,0.47510624,0.4817317,0.4899978,0.49778318,0.50525784,0.5108545,0.51614165,0.5184073,0.51773345,0.5150687,0.50922763,0.50182176,0.49084675,0.48001048,0.46783173,0.45772332,0.44894028,0.4436882,0.43928832,0.43647274,0.43303448,0.43103006,0.42870346,0.42758682,0.42721745,0.4275892,0.42829245,0.43071607,0.43341827,0.43623632,0.43867847,0.44042414,0.44290507,0.4444696,0.4448916,0.44576955,0.44614622,0.44775522,0.4505762,0.45326054,0.45596647,0.45923984,0.46225625,0.46542805,0.4684134,0.47162604,0.4739864,0.47462273,0.47271627,0.46833962,0.45983452,0.44847113,0.4345401,0.42183495,0.4077357,0.3977229,0.3877465,0.3847242,0.3826087,0.38342515,0.38191575,0.3791405,0.37696284,0.37798464,0.37885267,0.3817469,0.38342088,0.38550317,0.38621762,0.3891212,0.39169168,0.3950411,0.3956313,0.39849454,0.3999347,0.40130726,0.4004249,0.39994633,0.39657703,0.3921551,0.38611102,0.37897968,0.37121975,0.36384746,0.35518697,0.34610528,0.33657396,0.32799035,0.31963736,0.31492907,0.30779496,0.30255234,0.29829255,0.29566246,0.29419887,0.29354185,0.29328603,21.21875,7.341200322815583,87.17744605496472,90.81124355096958,80.85289567248333,17.735595045772744,342.5
7,58,0.9394325,0.93887454,0.93875885,0.9387531,0.9391469,0.93974745,0.9399737,0.9430698,0.94335824,0.94483805,0.9460695,0.94763356,0.948927,0.951262,0.952348,0.95411634,0.9555625,0.956903,0.9578408,0.9587229,0.959362,0.95923924,0.9590325,0.9581538,0.9552039,0.94931924,0.9412019,0.9316757,0.9226227,0.91284776,0.9035201,0.89412326,0.886173,0.87824136,0.87087953,0.8649187,0.8622266,0.8610847,0.8623589,0.865548,0.86996615,0.8759167,0.8813025,0.8857503,0.8892593,0.8931344,0.89513135,0.8966189,0.8980163,0.89879405,0.8987986,0.900297,0.902104,0.9038633,0.9053337,0.9061489,0.9059851,0.9050171,0.90319765,0.8997431,0.8954015,0.8891719,0.88175005,0.8727282,0.86384475,0.8534122,0.84539163,0.8380191,0.83260936,0.82552415,0.816574,0.8052347,0.79083776,0.77091515,0.7484771,0.7229897,0.69870883,0.6755481,0.6576538,0.6426286,0.6335528,0.62805194,0.625412,0.62310314,0.6238121,0.6234251,0.62447697,0.6264243,0.6297014,0.63168585,0.6358508,0.6393658,0.64256155,0.64599705,0.6493666,0.6526619,0.65527725,0.65707886,0.65950334,0.6621157,0.66448295,0.6655445,0.6675998,0.66910076,0.6715076,0.672949,0.677477,0.68019783,0.6861342,0.6907133,0.6971896,0.7020266,0.70687795,0.7105543,0.7136319,0.71723735,0.7205745,0.7242107,0.72642493,0.7265709,0.7247205,0.72219163,0.7174505,0.71053356,0.7019155,0.6899149,0.6804704,0.67369723,0.6710767,0.66743904,0.66544753,0.66125894,0.65879065,0.65527105,0.6522021,0.6498891,0.6492591,0.6493622,0.6507044,0.65097165,0.6514008,0.6516209,0.65385604,0.65590453,0.6585126,0.6616525,0.6639893,0.66613555,0.6677614,0.67021483,0.6729549,0.67591846,0.6795604,0.6831222,0.6848445,0.6849985,0.6832796,0.6761298,0.66700584,0.65408784,0.6348393,0.60546184,0.57177913,0.53280485,0.50028646,0.47303227,0.45238474,0.43740383,0.4292065,0.4265619,0.4290468,0.43484113,0.44200122,0.44988665,0.45710948,0.46477124,0.4716758,0.47903514,0.4869526,0.494352,0.5007874,0.5056405,0.5087558,0.5089742,0.5075637,0.5016305,0.49377444,0.48345143,0.47214133,0.45998132,0.45034721,0.44154403,0.4367993,0.43224305,0.42946357,0.42713153,0.42509043,0.42274642,0.42144132,0.4207145,0.420485,0.4216556,0.4236247,0.4264266,0.42854163,0.4308554,0.432624,0.4343375,0.43544856,0.43561813,0.4366059,0.437029,0.43808073,0.4406035,0.4420334,0.44557226,0.44947672,0.45231503,0.4551857,0.4581659,0.46134365,0.46423632,0.46493894,0.46301654,0.45910415,0.45042968,0.44006002,0.4259264,0.4128679,0.39974874,0.38842618,0.3785482,0.37483168,0.37324524,0.37408477,0.37329715,0.3706652,0.3690428,0.36999744,0.37076193,0.37265158,0.37431493,0.37647945,0.37763476,0.3806091,0.38348103,0.3854941,0.38734,0.38998106,0.39175487,0.39304706,0.3928489,0.39255494,0.38836962,0.3840357,0.37777993,0.37091094,0.3628915,0.3558339,0.3469925,0.33870363,0.32888594,0.3206007,0.31260622,0.30777943,0.30093923,0.29582888,0.2912949,0.2887842,0.28676978,0.28608936,0.28555205,23.8125,5.866576427757472,88.22564062005695,92.17786911961758,70.39500663789087,22.954586250224374,222.0
